cluster_size,latitude,longitude
14106,40.717418199561195,-73.98969271783189
3959,41.878146089072374,-87.62981613127837
2783,33.448426357054586,-112.07400899942246
2834,38.8860874440896,-77.04786364630107
2293,33.446651917979594,-111.90215474704351
1641,37.686624318316575,-122.40921976477392
2120,37.78598608586879,-122.4240317345107
1817,33.7675440624864,-84.39376674512552
1653,42.36341388216272,-71.07425940923603
1527,47.60656864197819,-122.33207596404898
1000,34.06517105318187,-118.2659182049213
1279,33.357140867974685,-111.82363028210385
1124,44.97836331715594,-93.26793803665194
1194,36.11828854916344,-115.17041736960026
1129,30.26731591461518,-97.74304079450799
1034,39.95219344672305,-75.16384341029037
747,40.768083799999836,-73.83583128050611
984,32.9808966941112,-117.07791108182886
662,34.03403550835242,-118.43467960125824
775,28.54329558404782,-81.37627617380834
803,39.73477481959097,-104.9884086567296
774,32.80328885710544,-96.76956904987064
664,43.04083458717274,-87.91241745848268
523,34.126966545441725,-118.35129989350763
630,-6.2128615399088485,106.84342664127531
646,25.78679468009212,-80.21495012802507
649,29.76217262727226,-95.3832257138663
652,37.343432553311416,-121.90740538112573
582,45.522592240917064,-122.67570322376797
617,37.393243368158046,-122.09059842030956
504,33.81485710992775,-117.89573319133697
550,32.71645404990842,-117.15847121082511
542,43.653268239902495,-79.38290105893354
461,32.22174289999977,-110.92647900000101
459,27.949453717778,-82.46502017666644
426,39.2870491261852,-76.61298516659231
353,33.7200613959275,-117.8201898760181
331,40.78476944845582,-74.17671816935886
405,39.995739343596235,-83.00010113497571
385,39.76825962181831,-86.15786634000047
395,33.87342106753253,-118.36742220753254
419,37.80419357362941,-122.26813641592707
383,35.22755920548325,-80.84327367127992
94,34.15976510313329,-118.23054748877227
361,39.09838121195667,-94.58510425489057
392,47.64119149847004,-122.17530330686584
310,40.438428950919985,-79.99723369723925
323,33.64299510750007,-117.94447733562504
364,40.7066168335464,-73.60331756932888
297,40.87038790431887,-73.85974237541546
307,51.50402106333331,-0.12605220266666708
287,38.645200514675544,-90.22493577679123
145,34.189321061379324,-118.44558926241353
271,33.80834895674737,-118.1471090996543
285,29.42471504181166,-98.49389762090657
235,34.12680896057936,-118.12521138433797
277,35.77045729676259,-78.63765019028752
331,33.557815370289696,-112.21052679492833
247,44.96062389490899,-93.11773951309054
223,38.88019032919695,-77.2398275218975
199,26.109602354212473,-80.15631452747245
268,37.54030104419489,-122.29735539662914
305,40.88511883609017,-74.10122301691717
222,41.49051700459768,-81.70650749157065
233,29.96528516409279,-90.080318693822
198,39.001875279995886,-77.13246098936385
208,38.98361300294117,-77.39941501638651
216,38.581527804147605,-121.49602399216606
208,37.54297899999988,-77.46909199999973
159,40.7100337226131,-74.27706685929637
199,40.014985599999875,-105.27054560000026
200,40.98268273128203,-73.76625557948732
194,39.12815671822906,-84.50276268281256
83,34.07074334418406,-118.02804374001727
172,40.601316532275106,-74.13550093756601
191,36.086266949456125,-86.64923627443305
165,34.196357323118235,-118.55058580215065
182,49.24450859011004,-123.10989590219818
170,43.07292425529423,-89.40043933647026
168,36.164034886390624,-86.78054977810653
173,41.25266770419167,-95.99976967305373
165,30.332292086666754,-81.65533497090877
146,42.89113725828228,-78.87375087484645
145,42.4870655574074,-83.1641987185183
111,41.08606561750006,-73.48912191249983
149,44.88329038301877,-93.32527277484282
162,42.055669432704384,-87.8061966798742
166,42.33717679171979,-83.04512936050926
105,32.916514542857065,-97.07812307013012
143,40.501878046405196,-74.42816523660134
134,33.01102720392152,-96.70111879542497
149,37.691535892617495,-122.09447139463084
109,34.006956261486486,-117.90783710405405
133,33.90200936283785,-118.06093833918926
140,40.76097794620691,-111.89422301241407
158,33.484935223239425,-112.36541710211291
156,33.9635759735715,-84.56448059857124
165,33.57545334428574,-117.70987795285681
149,34.07376639927539,-117.64935899130448
119,43.05023062611939,-76.14610682164184
133,38.987558331578946,-94.66887447894746
134,45.50577165909085,-73.55907571666651
132,35.14933869696971,-90.04809754393958
127,42.96164662748082,-85.66828558091615
91,40.786985463358825,-74.40607115572513
124,26.008528311450355,-80.20041080381677
130,1.349959061832057,103.81995741526733
128,43.16451442890637,-77.61492634921889
125,42.27126976,-83.72699773600023
124,41.60054479999996,-93.60910639999989
124,38.25577000322579,-85.76019400725794
140,28.639144529268304,-81.34179880894304
123,-6.915422147154483,107.60872347804856
135,40.78224055666668,-73.46977137000007
106,45.039994179310256,-93.4229474043104
100,42.049638241379384,-88.02348896034492
83,40.07583604051728,-75.32550220603447
126,37.9198623,-122.0634723250001
92,47.458344411711806,-122.25968336126134
111,21.304884097297315,-157.8560592756759
73,41.96022277706424,-87.83691777706427
112,41.79210404128447,-88.12948821376142
116,39.117889483333286,-77.18951377870374
108,35.201351600000066,-111.63924899999986
109,26.33178792962961,-80.09250065925943
107,32.72610212897199,-97.32036672242998
92,41.82825379433967,-87.95022466698107
76,41.134620516037735,-73.35897958867936
95,39.23039002075468,-76.8222095603772
99,32.78390653773585,-79.92391561981137
79,34.07322113529415,-117.80765643039227
101,44.86246031188113,-93.49796365445536
98,34.06514907821779,-84.31224645544535
101,-0.30122619999999944,36.52296410000005
100,37.5587023500001,-121.99831295999991
99,39.98705181616158,-86.06150390202029
99,28.38231077777777,-81.53679015353528
83,40.260480493749974,-74.03931398854162
90,38.513008649999996,-90.37978369270826
67,32.7728945989474,-97.12029710105266
98,26.202017138947348,-80.24936161684202
73,40.86637873936175,-74.3402999797873
74,40.15109512127656,-74.04052391914888
93,30.44159324731189,-84.28580500000011
92,34.048928100000005,-111.09373109999984
77,42.61454407802193,-83.1945312978022
114,41.400285691208765,-81.79976170439559
91,-23.550857920879125,-46.63773176043961
82,41.29861256444441,-72.93777220222233
85,27.777731285555543,-82.647125308889
64,42.16748498426968,-87.84016091235954
61,39.88350015681814,-75.04645273181823
89,37.923799917045514,-122.52090945227282
95,39.61639420229893,-104.98873943218406
86,35.78993285348841,-78.80215960697669
55,33.93293249651165,-84.29687533488357
88,43.02672878117647,-88.04020558823537
94,40.57619702941177,-74.54391732000006
74,39.95813412235293,-75.31112221176478
84,-7.267555211764703,112.74191797647072
84,35.91283581428578,-79.0581593809523
98,33.172484271428615,-117.36159942380944
69,41.76627677951806,-72.67943174096385
66,40.845369283132555,-73.38189786867461
83,35.96343623132522,-83.91720003373484
75,40.63108006219511,-74.4165097329268
80,-6.3153416963414575,106.81584693414638
61,39.07658046913579,-76.63993779876549
80,38.97190732345675,-76.91713323827156
81,35.99403290000005,-78.89861899999988
81,35.46676723950622,-97.51664703086402
81,42.27472819375,-85.5858736500001
66,40.333799919383615,-74.65579350239216
48,39.323883747500076,-76.77500824250005
103,44.77214889493664,-93.18480794556973
81,42.734113645569614,-84.51891942911374
56,40.34456488860761,-74.27948947341781
79,38.95170529999997,-92.33407239999998
76,33.97154410253166,-84.18453641898738
80,41.59731086794874,-93.72144004487174
77,37.706217898701276,-121.92303932986995
78,36.03374504805191,-115.00209591298699
69,27.988886471428593,-82.78681938571428
73,42.492142103947366,-83.41540833026318
99,41.077006203947356,-73.92801033421051
76,42.68845807066669,-73.73991759733327
65,41.91885597066671,-88.048470152
68,32.87978600799996,-97.18030784399993
75,48.858069205405414,2.3462076648648633
74,36.85292630000002,-75.97798500000013
69,13.729553015068477,100.49770004383566
82,40.87689747499999,-73.07944576944448
72,39.529806943055526,-119.80688655833347
63,26.68480629444447,-80.05365569583331
49,39.85587965142853,-105.04574510571412
70,33.789760294285706,-84.26391380714281
69,41.82603161449273,-71.40989884202907
50,39.20642954927535,-76.68244840579709
75,42.51733411323526,-70.91654852647058
58,41.09428380294116,-81.50466626470588
71,40.73015610882349,-73.29406848382348
68,34.162133611764695,-118.82289532205904
67,-33.86608651470584,151.20812348088242
64,42.348675958209,-83.40525492686562
67,33.15005262388062,-96.84122425373126
67,28.291955700000013,-81.40757099999999
72,44.916691877272726,-92.96823099848484
47,42.329431337878795,-83.26075350303029
66,32.80370660909092,-96.95630209090915
66,31.75871980000005,-106.48693139999985
67,19.4274006878788,-99.1358721090909
65,40.807481803076875,-96.68140412307694
60,42.528543148437514,-82.96731565937507
51,26.524567900000022,-80.06629200624988
75,38.72811780476189,-121.25712843809522
56,32.794548023809554,-117.22566349365084
62,40.61282633225809,-75.42551757258066
62,33.954840845161335,-117.39731732903236
61,40.06642965573766,-74.39287931147537
61,35.67595370491803,139.71445522459013
50,42.31922318833337,-71.38503201833335
61,41.71777215666668,-87.73602547833336
60,34.42136746999998,-119.6942917266666
60,33.12934765000002,-117.12230954499998
43,41.16252445254235,-73.22026178983046
55,39.798973284745756,-75.10184360338978
59,39.72943189999997,-104.83191950000007
59,38.83475580508477,-104.82389372033907
58,38.971668900000004,-95.2352500999999
58,36.77826099999998,-119.41793239999991
58,34.85261760000002,-82.39401039999998
74,47.784079931578965,-122.27976993333331
43,45.045126405263204,-93.18779646315787
56,39.72348984385963,-84.18269772807014
60,34.39254573508774,-118.54525437894725
37,34.076426131578934,-117.2260098929825
57,32.05040216491226,-81.10193637192974
54,42.21580808571428,-87.96527199821433
60,-6.189766583928566,106.65757641250005
55,43.03049986545461,-88.2377089509091
37,40.153489510909104,-75.22275096363636
56,36.07247120363639,-79.79634677454546
51,43.65536988518514,-70.25928917592599
51,42.2455281814815,-71.01595476851853
54,40.58602151296296,-105.08541068148149
64,40.26973771851848,-76.89076112962954
56,40.25829511575349,-74.77043492021082
54,36.83950140185189,-76.28308757592588
48,33.64929698888889,-84.43984549259264
54,30.45074619999998,-91.15455099999998
52,29.98198852962965,-90.18676752407403
54,29.65163439999998,-82.32482620000006
20,25.90230125000003,-80.19884382037031
59,3.12531937777778,101.66593047037031
54,42.34020038679245,-87.86725239811312
53,37.09024,-95.71289100000006
53,35.0844909,-106.65113670000002
53,33.169137366037695,-96.64818362830184
53,33.05810629999998,-112.04764229999999
43,33.05607578679247,-97.04532356037741
52,39.36682080576921,-74.42312959807701
52,32.79950032499998,-116.97871867499985
53,44.48147624313722,-73.19441407058817
53,39.080266162745104,-77.52140281960784
52,33.89471472352939,-117.55840652941181
45,45.09760412400003,-93.279010456
50,43.58827127600006,-116.19658082399987
50,40.11397058199996,-88.22821535600009
50,38.722024546000014,-77.22246073599999
50,32.954618142000015,-96.86752530200003
50,14.572331236000009,121.02739840800001
49,40.48883730816329,-80.20264555918371
33,33.465412969387735,-117.65652974489797
49,33.0118228265306,-117.28185724693877
54,33.92917132500002,-83.99774831249995
51,30.488163495833362,-97.66171925416666
40,27.936070131250005,-82.28531293958332
47,44.05120037021274,-123.07711375106375
39,41.45725769574467,-81.47520106808514
43,40.154840502127676,-74.912151519149
49,38.64091306808513,-90.373231719149
47,34.00071040000004,-81.03481439999997
49,30.4144829148936,-87.21127048510645
46,52.37293212608699,4.892350273913041
52,39.97872044347823,-75.61828982826083
33,38.82527056521741,-77.44255470217392
46,37.56653499999999,126.9779692000001
47,33.611729900890985,-86.63632463859012
32,13.788975697826084,100.61348596521736
45,44.25136915555554,-88.41558248666657
39,41.75942431777775,-88.3258371466666
46,39.741849197777746,-75.55041380888892
45,37.69223609999997,-97.33754480000005
44,39.16532499999999,-86.5263857
43,52.52314318837211,13.411317346511623
44,36.97810279534887,-122.02427791162785
43,35.924897732558144,-86.86873391860463
43,33.955622125581364,-83.38121217674416
43,28.0389364372093,-81.94892118372094
98,42.4792453047619,-71.25562247142861
37,39.42113979285716,-76.60757587142855
40,38.984224952380934,-76.51361927619047
42,36.15398159999997,-95.99277500000005
41,45.409915609756084,-75.69975214634151
41,43.073953692682956,-70.77610490000004
41,36.750347019512226,-119.77389846585365
40,25.847136090243882,-80.3131812341464
40,42.9741907175,-78.80823948750002
41,42.207384952499986,-88.30360490749997
41,40.585276597500005,-111.88760765249992
26,40.37899131500002,-74.52972072499999
39,39.962956684999995,-105.09262239500006
42,39.947711672500006,-74.16972454499992
44,38.08928813999998,-122.26668537249995
40,33.47690517750001,-86.8012743025
37,28.5389814425,-81.55901677000001
37,47.347543176923104,-122.25967243333334
30,42.42421387948717,-71.3629525948718
26,39.89776520769231,-74.91736991025641
39,38.30472220000001,-122.29888889999994
39,34.746670146153875,-92.28790433589747
39,3.584489438461536,98.67646455384607
25,43.15682413421053,-87.93493367894739
40,41.24079045,-73.08263632368421
38,40.495255294736836,-88.99256136842105
38,38.031713600000025,-84.49513590000004
38,33.50791480526318,-117.16389178947367
38,33.23708338157897,-111.62484642631573
37,27.33781678315039,-82.52896929704616
33,22.3860571263158,114.1189298473684
40,-8.673832900000006,115.20699705789475
37,45.63872809999999,-122.66148609999992
37,44.505765443243206,-88.02912011351359
37,43.550785281081055,-79.6273833675676
37,43.54997490000003,-96.700327
37,42.653351594594575,-83.00655334594599
32,42.24388491621623,-71.78284847027031
41,41.34863990810813,-73.45364345675675
37,40.4243821567568,-86.90275005135129
40,40.2518883378378,-75.13242336216213
37,40.033551272972964,-76.31076985945946
35,39.962400989189184,-76.72894614594595
39,39.02638924054054,-84.64958475675668
35,34.09601774054055,-117.33924883243249
37,33.57786310000004,-101.85516650000001
36,51.04500000000002,-114.05722220000004
38,42.99154253333336,-71.45988180000002
31,38.592784577777756,-90.4805295638889
35,36.03544656944444,-86.78232193333338
36,35.600980444444446,-82.54604556388892
37,-7.774779372222223,110.36642709722227
35,55.7512294428571,37.620779308571436
35,41.67971468285714,-86.23433957142862
45,40.40443235142857,-74.18820926285714
16,40.02985441142857,-74.9313217257143
35,34.2694474,-118.78148199999995
35,-37.814031437142866,144.9683696399999
30,41.828816941176456,-72.56744072941177
27,41.58467171176468,-81.4670199529411
31,41.16692707352941,-81.3998485882353
34,41.079273000000036,-85.13935129999996
32,39.69067811764707,-75.74885342647059
43,39.07125692647057,-76.87580028235296
33,-34.60797914117647,-58.375336020588236
33,42.02335,-93.625622
43,40.88874824848484,-74.58822819090909
33,40.793872990909094,-77.85984010909092
35,36.60293228787877,-121.88249946969702
33,32.462188484848504,-84.9892919333333
33,26.642244090909085,-81.87277977575758
32,48.75955290000001,-122.48822490000009
41,42.071414178125,-72.59609587499999
34,36.20003880625001,-86.57811707812505
32,33.19583116875002,-97.11171326875004
32,28.54725935312499,-81.76285705312499
31,47.98602791935486,-122.19966027741935
31,45.404548674193535,-122.61219460322577
31,42.44396140000001,-76.50188069999999
22,42.18538290322582,-88.20087798064517
29,41.59058036774195,-87.74857974516128
34,40.69614877419354,-89.58512417419358
29,40.10404123225807,-83.10445306129033
24,38.78177196774193,-90.5351121032258
31,38.72333788064516,-75.08396209999998
31,37.64979773548387,-77.5311253967742
31,34.22572549999998,-77.94471019999996
31,30.695790251612898,-88.04421006129036
31,29.61945460322581,-95.6230463451613
29,27.856877012903222,-82.76881822903232
31,-0.789275,113.921327
31,-33.42357868064518,-70.5687125612903
35,42.67281397333331,-71.14295528666665
40,42.10425079000002,-71.02298764666665
34,41.270476616666656,-75.89677369000005
30,38.87366786666666,-94.8332580933333
30,34.73036879999998,-86.58610369999998
33,28.31668638333334,-80.68386166333336
31,28.070103236666675,-80.60721560666664
30,27.502048033333345,-82.57579163333331
29,47.53257458965517,-122.02585824482755
28,41.44950069310344,-74.01262108965514
32,41.232456155172414,-73.90427540689657
25,39.334228524137934,-84.28684950689652
31,38.44102318620689,-122.7170578965518
29,37.63909720000001,-120.99687820000005
29,37.2148867724138,-93.29783362068969
39,35.43929502413795,-80.85051076206898
29,34.2073196,-84.1401926
29,34.091058710344846,-84.03406570000003
24,32.07797779310344,34.794334406896546
29,25.677351617241385,-100.3449024310345
28,47.65878019999999,-117.42604660000005
28,46.729552999999974,-94.68589979999994
26,43.04204995714286,-89.51760976071425
28,42.1292241,-80.085059
28,41.66321408571429,-83.55277145714287
28,39.90421400000001,116.40741299999993
28,34.15238895714284,-84.50851148214285
28,32.72532479999998,-114.62439700000003
29,29.216572478571436,-81.02804536785716
20,42.45016299999999,-71.5136014740741
32,41.500858503233516,-90.56531531820386
19,40.260908025925936,-75.29679081111114
27,35.845621299999976,-86.39027000000003
27,35.03662864444443,-85.2947432296296
27,29.78578530000001,-95.82439559999999
27,21.385468281481483,-157.98225755555552
27,-22.903539299999995,-43.209586899999984
26,47.04190812307694,-122.89417059230774
26,46.87667900769229,-96.78632936923077
26,45.52696345384614,-122.96769080000004
35,45.44423133076923,-122.78582434230762
26,43.14095406538461,-77.45605042307692
22,42.12266454615384,-79.30577469615386
26,41.71860616153848,-73.91990581538458
21,41.710228023076944,-71.43477904615382
19,40.93582755384615,-72.32909793461536
30,40.35303159230769,-80.0548124346154
26,39.414268799999974,-77.41054090000006
26,38.029305900000026,-78.47667810000003
26,37.5059814,-77.6491578
26,36.346154515384605,-94.14978757692307
26,36.09985959999998,-80.24421600000004
26,34.0050079,-118.81008930000004
27,32.938755461538456,-96.61209790384618
26,31.546470011538474,-97.15015767307689
26,30.634384384615377,-96.34044588846152
26,28.669997,-81.2081203
26,18.46633380000001,-66.1057217
25,43.893426104,-79.24888435999999
29,42.75822583200001,-71.46193844800001
33,41.252146352,-73.71052591599998
25,40.64606219999999,-111.49797290000002
19,40.430886959999995,-79.86250786000001
25,39.367087836,-84.49886786
25,39.322103696,-74.58522757600002
25,35.37400317999999,-119.01582350800007
26,-6.247446599999998,107.14845210000004
24,55.685207375,12.589333824999999
21,45.06446829166665,-93.02232689583336
24,43.457618499999995,-80.50770549999994
26,42.81203033749998,-73.93307927500005
36,42.60637745416667,-83.37520698750002
18,42.33180682916667,-71.56652385000005
19,42.30042268750001,-88.22163215416664
24,42.24114989999999,-83.6129939
20,42.179824812499994,-71.46371810416669
24,42.05843600000002,-70.17863740000006
28,41.55893591250001,-87.50588597916665
25,41.35540412083333,-72.11203862916669
24,40.96557479166665,-72.17623579583335
24,40.41728461250002,-3.7001347416666683
28,40.11860108333334,-75.50775159166668
22,38.74217609999999,-77.49943355
24,38.26202277916664,-122.65401393750001
24,37.46825097083332,-122.43498697083338
24,33.37031969999999,-112.58377659999998
24,27.664827400000004,-81.51575350000003
26,42.61865051304347,-71.29952602173917
28,40.680558178260874,-73.14655099565219
27,39.77905423913042,-86.39888379565221
23,39.62952599999997,-79.95589680000006
23,39.587222200000014,-78.84249999999999
23,37.20355896956521,-80.41263484782611
23,34.265899999999995,-119.25836600000001
23,33.68962124347824,-78.88631271739133
23,28.875258865217386,-81.2784451173913
22,42.73003156818181,-83.2450133090909
22,42.09945688636366,-75.91982995454548
27,42.016290627272745,-71.19948437272728
22,41.984675195454535,-91.67428703181818
22,41.67020385909089,-91.54659450454545
22,41.55615461818183,-88.0799833818182
22,40.01959652727272,-82.81592014999997
22,39.33394591818183,-76.47758874090913
22,39.2253746818182,-84.31713541363634
22,38.44184223181821,-122.40341263181817
22,33.83104948636363,-84.62378735454544
22,31.9685988,-99.90181310000001
22,31.230393000000007,121.473704
22,27.800582799999994,-97.396381
21,48.1383780095238,11.581705871428577
21,42.35656381428572,-88.07272253809526
21,41.42292414285713,-75.66517878571429
20,40.512186547619045,-74.85025041904761
19,33.586768638095236,-84.35694124761906
20,61.2180556,-149.90027779999997
20,60.169819000000004,24.938302240000013
20,42.77523300500002,-78.78330435500001
21,42.34352026500001,-72.59849196499997
16,42.24256619000001,-70.88695335000001
21,41.60711566000001,-87.88027613499996
20,41.38934395499997,-73.66411537500002
20,41.38750046500001,2.1698406199999996
20,40.38787981000001,-111.82987454500001
20,40.16087352,-105.10881667999995
20,40.12286878,-82.93795884000004
20,38.299081050000005,-122.46464690999997
20,37.27226147500001,-79.97689952
20,37.00134815499998,-76.38939315
20,34.4245793,-119.84430534999997
20,33.832599515,-111.94700809000001
20,33.82271307499999,-116.53329195
21,20.883972190000005,-156.68219443999993
19,53.34061956842106,-6.2648827368421065
19,44.94538286315789,-123.03462847894738
19,44.05817279999998,-121.31530960000005
19,43.8629045473684,-79.45165878947368
19,43.094349794736836,-88.41180757368423
20,42.90011908421053,-87.86261016842109
18,41.49567593157894,-71.31784860000002
19,41.434079726315794,-70.58151298947371
19,39.965936668421044,-74.80496858421054
19,39.781721299999994,-89.65014810000001
18,34.96483876842106,-80.9915392526316
19,34.48390100000001,-114.3224548
22,33.70983253684209,-116.35053681578945
19,33.48023442105263,-82.01427273684209
19,30.07994050000001,-95.41716010000002
19,29.883274899999993,-97.94139410000001
19,28.15891931052633,-81.60258969473686
19,26.142035800000013,-81.79481029999995
19,-6.585229457894739,106.79766282631579
18,46.78301088888888,-92.1006848888889
25,45.192326716666656,-93.41611429444444
16,43.253389544444445,-87.97718835555557
18,42.2823037,-89.08589340555557
18,42.24104992777778,-71.6532161
18,41.84880883333333,-72.44068626111113
16,41.426607944444434,-72.86454217777776
22,41.410630988888876,-82.06229102222223
18,41.00527,28.976960000000005
19,40.82574947222223,-81.38745088333336
18,40.25743893333334,-111.6720223722222
18,39.19109830000001,-106.81753870000006
18,38.91634299999999,-94.38351600000004
18,38.563259711111115,-89.96150771666669
18,37.270702199999995,-76.70745710000003
18,36.67773720000001,-121.6555013
18,36.062579499999984,-94.1574263
18,35.24189993333332,-106.66539915555556
18,34.6867846,-118.15416320000003
18,33.750030566666666,-84.75200385555554
18,29.89426389999999,-81.31320830000001
18,29.545155933333326,-95.06650746111109
18,28.686750000000004,-81.51327599999998
18,28.17748120555556,-82.45997059444446
18,25.2644444,55.31166670000002
17,47.62087272941177,-122.68145209411763
17,47.38754010588235,8.535946811764706
17,44.7630567,-85.62063170000003
17,44.024706200000004,-88.54261360000002
16,43.18044895882353,-88.11368569411763
21,41.881083570588245,-88.30759576470585
16,40.369596870588225,-74.94678575882351
17,39.3722121,-104.85609019999998
17,38.60301484705882,-122.86295140588236
17,38.54490650000001,-121.74051669999999
17,38.4087993,-121.3716178
17,35.41337579411765,-80.5819947117647
17,32.52227495294119,-93.74227197647062
17,30.160607805882343,-95.4854301588235
17,26.93102208823529,-80.0918066764706
17,24.55890247647059,-81.78419415294118
16,44.02163059999999,-92.46989920000003
16,43.21036774375,-71.55516246250001
16,43.077704326813276,-73.7890949349618
16,43.03392715625001,-76.03030555625
16,41.473094800000005,-87.0611412
16,41.28098166875001,-70.10437778125
18,40.24099387499999,-76.70167085625002
32,39.5186002,-104.76136330000003
16,35.2827524,-120.65961560000004
16,34.21639370000001,-119.03760229999995
16,34.19307050625002,-83.91752426250002
16,20.681666881249996,-103.35433993749999
16,12.971598699999994,77.59456270000001
16,45.526881026666665,-122.4100687133333
18,41.62455316666667,-70.94316376666667
21,41.747023621428575,-72.84892897857144
16,41.38259330714287,-81.59135336428572
33,40.80726133571427,-72.86772238571429
17,35.106459485714296,-89.80049068571431
23,42.04930871666667,-88.279384275
19,40.98347749166667,-74.7210896416667
24,42.125435814285716,-83.27814514285713
25,41.13204005,-74.30855302500001
